frame_id,image_path,confidence,x1,y1,x2,y2
DRASOV/frame_01765.jpg,data\frames_dense\DRASOV\frame_01765.jpg,0.314,580.5,467.4,615.8,500.2
DRASOV/frame_01823.jpg,data\frames_dense\DRASOV\frame_01823.jpg,0.3,1854.9,661.4,1894.6,712.6
DRASOV/frame_01852.jpg,data\frames_dense\DRASOV\frame_01852.jpg,0.395,649.3,327.3,685.8,358.3
DRASOV/frame_02255.jpg,data\frames_dense\DRASOV\frame_02255.jpg,0.699,679.0,309.1,722.6,349.3
DRASOV/frame_02255.jpg,data\frames_dense\DRASOV\frame_02255.jpg,0.485,1712.5,661.8,1746.6,712.7
DRASOV/frame_02284.jpg,data\frames_dense\DRASOV\frame_02284.jpg,0.495,1710.1,665.1,1749.3,713.4
DRASOV/frame_02313.jpg,data\frames_dense\DRASOV\frame_02313.jpg,0.405,1701.2,666.0,1735.2,708.8
DRASOV/frame_02342.jpg,data\frames_dense\DRASOV\frame_02342.jpg,0.656,1088.8,585.0,1135.6,631.7
DRASOV/frame_02486.jpg,data\frames_dense\DRASOV\frame_02486.jpg,0.596,712.8,309.2,744.5,338.6
DRASOV/frame_02716.jpg,data\frames_dense\DRASOV\frame_02716.jpg,0.274,1637.4,443.2,1680.9,478.3
DRASOV/frame_02889.jpg,data\frames_dense\DRASOV\frame_02889.jpg,0.691,908.5,507.0,952.0,550.0
DRASOV/frame_02918.jpg,data\frames_dense\DRASOV\frame_02918.jpg,0.38,946.4,300.3,975.7,326.9
DRASOV/frame_03004.jpg,data\frames_dense\DRASOV\frame_03004.jpg,0.7,330.4,280.8,385.5,332.2
DRASOV/frame_03033.jpg,data\frames_dense\DRASOV\frame_03033.jpg,0.689,441.2,319.1,493.0,360.4
DRASOV/frame_03062.jpg,data\frames_dense\DRASOV\frame_03062.jpg,0.252,821.5,568.5,852.2,596.6
DRASOV/frame_03120.jpg,data\frames_dense\DRASOV\frame_03120.jpg,0.507,365.8,223.3,404.1,256.2
DRASOV/frame_03552.jpg,data\frames_dense\DRASOV\frame_03552.jpg,0.539,1179.7,53.2,1230.0,95.9
DRASOV/frame_03696.jpg,data\frames_dense\DRASOV\frame_03696.jpg,0.519,491.9,282.3,536.1,320.7
DRASOV/frame_03955.jpg,data\frames_dense\DRASOV\frame_03955.jpg,0.338,450.2,459.7,491.2,493.7
DRASOV/frame_04071.jpg,data\frames_dense\DRASOV\frame_04071.jpg,0.53,948.2,182.7,987.5,214.0
DRASOV/frame_04157.jpg,data\frames_dense\DRASOV\frame_04157.jpg,0.33,1177.4,358.3,1208.4,387.1
DRASOV/frame_04215.jpg,data\frames_dense\DRASOV\frame_04215.jpg,0.313,1236.6,140.9,1276.2,174.7
DRASOV/frame_04244.jpg,data\frames_dense\DRASOV\frame_04244.jpg,0.367,893.3,20.5,932.4,54.4
DRASOV/frame_04820.jpg,data\frames_dense\DRASOV\frame_04820.jpg,0.668,450.4,298.0,494.5,335.7
DRASOV/frame_05540.jpg,data\frames_dense\DRASOV\frame_05540.jpg,0.263,1023.1,409.3,1046.5,434.8
DRASOV/frame_05656.jpg,data\frames_dense\DRASOV\frame_05656.jpg,0.609,873.4,259.6,904.0,287.5
DRASOV/frame_05685.jpg,data\frames_dense\DRASOV\frame_05685.jpg,0.498,676.6,270.9,711.6,301.0
DRASOV/frame_05742.jpg,data\frames_dense\DRASOV\frame_05742.jpg,0.657,257.4,310.5,293.7,341.8
DRASOV/frame_06146.jpg,data\frames_dense\DRASOV\frame_06146.jpg,0.346,1621.0,249.5,1655.6,280.4
DRASOV/frame_06520.jpg,data\frames_dense\DRASOV\frame_06520.jpg,0.534,448.1,464.2,481.1,493.8
DRASOV/frame_06578.jpg,data\frames_dense\DRASOV\frame_06578.jpg,0.264,1009.4,407.8,1043.7,443.1
DRASOV/frame_06664.jpg,data\frames_dense\DRASOV\frame_06664.jpg,0.454,640.7,235.5,684.7,270.0
DRASOV/frame_06866.jpg,data\frames_dense\DRASOV\frame_06866.jpg,0.573,266.0,303.4,304.2,337.8
DRASOV/frame_06924.jpg,data\frames_dense\DRASOV\frame_06924.jpg,0.435,710.3,422.0,737.5,449.9
DRASOV/frame_06953.jpg,data\frames_dense\DRASOV\frame_06953.jpg,0.251,695.1,416.0,721.2,441.5
DRASOV/frame_06981.jpg,data\frames_dense\DRASOV\frame_06981.jpg,0.439,324.8,525.5,354.0,550.5
DRASOV/frame_07097.jpg,data\frames_dense\DRASOV\frame_07097.jpg,0.608,422.7,322.6,461.6,354.0
DRASOV/frame_07442.jpg,data\frames_dense\DRASOV\frame_07442.jpg,0.295,685.7,419.7,711.4,446.0
DRASOV/frame_07529.jpg,data\frames_dense\DRASOV\frame_07529.jpg,0.333,989.9,609.8,1027.6,640.0
DRASOV/frame_07587.jpg,data\frames_dense\DRASOV\frame_07587.jpg,0.309,1284.9,499.3,1312.7,525.4
DRASOV/frame_07615.jpg,data\frames_dense\DRASOV\frame_07615.jpg,0.686,794.4,250.9,829.1,282.9
DRASOV/frame_07702.jpg,data\frames_dense\DRASOV\frame_07702.jpg,0.631,119.1,730.4,177.8,779.4
DRASOV/frame_07961.jpg,data\frames_dense\DRASOV\frame_07961.jpg,0.596,794.8,244.5,827.4,273.5
DRASOV/frame_08221.jpg,data\frames_dense\DRASOV\frame_08221.jpg,0.442,775.9,234.7,802.0,257.8
DRASOV/frame_08307.jpg,data\frames_dense\DRASOV\frame_08307.jpg,0.544,729.7,267.8,762.6,298.7
DRASOV/frame_08595.jpg,data\frames_dense\DRASOV\frame_08595.jpg,0.623,1549.3,269.1,1582.0,300.0
DRASOV/frame_08912.jpg,data\frames_dense\DRASOV\frame_08912.jpg,0.385,589.4,376.1,629.8,410.2
DRASOV/frame_09085.jpg,data\frames_dense\DRASOV\frame_09085.jpg,0.389,343.4,499.5,374.8,528.0
DRASOV/frame_09172.jpg,data\frames_dense\DRASOV\frame_09172.jpg,0.526,1554.0,524.4,1580.1,546.3
DRASOV/frame_10180.jpg,data\frames_dense\DRASOV\frame_10180.jpg,0.402,312.5,223.3,349.0,253.1
DRASOV/frame_10209.jpg,data\frames_dense\DRASOV\frame_10209.jpg,0.334,933.9,164.0,981.5,206.0
DRASOV/frame_10324.jpg,data\frames_dense\DRASOV\frame_10324.jpg,0.595,503.7,316.1,547.2,353.4
DRASOV/frame_10382.jpg,data\frames_dense\DRASOV\frame_10382.jpg,0.453,1759.9,662.8,1797.9,711.3
DRASOV/frame_10411.jpg,data\frames_dense\DRASOV\frame_10411.jpg,0.658,1769.7,667.9,1808.5,720.6
DRASOV/frame_10440.jpg,data\frames_dense\DRASOV\frame_10440.jpg,0.251,266.5,332.9,297.8,358.7
DRASOV/frame_10468.jpg,data\frames_dense\DRASOV\frame_10468.jpg,0.506,1128.3,251.7,1165.0,287.1
DRASOV/frame_10728.jpg,data\frames_dense\DRASOV\frame_10728.jpg,0.67,445.4,192.6,491.1,229.4
DRASOV/frame_10843.jpg,data\frames_dense\DRASOV\frame_10843.jpg,0.338,1524.1,234.9,1553.0,264.0
DRASOV/frame_10872.jpg,data\frames_dense\DRASOV\frame_10872.jpg,0.44,664.0,284.2,700.7,315.2
DRASOV/frame_11506.jpg,data\frames_dense\DRASOV\frame_11506.jpg,0.263,1133.5,537.2,1171.0,569.1
DRASOV/frame_12976.jpg,data\frames_dense\DRASOV\frame_12976.jpg,0.482,657.4,363.5,682.5,389.6
DRASOV/frame_13062.jpg,data\frames_dense\DRASOV\frame_13062.jpg,0.444,239.4,200.7,278.8,229.9
DRASOV/frame_13149.jpg,data\frames_dense\DRASOV\frame_13149.jpg,0.634,528.6,350.8,565.6,386.3
DRASOV/frame_13264.jpg,data\frames_dense\DRASOV\frame_13264.jpg,0.404,234.0,345.0,267.8,374.4
DRASOV/frame_13293.jpg,data\frames_dense\DRASOV\frame_13293.jpg,0.389,1524.7,397.0,1563.2,430.5
DRASOV/frame_13523.jpg,data\frames_dense\DRASOV\frame_13523.jpg,0.343,1019.3,409.7,1044.6,437.4
DRASOV/frame_13552.jpg,data\frames_dense\DRASOV\frame_13552.jpg,0.266,1017.1,407.9,1043.6,435.0
DRASOV/frame_13898.jpg,data\frames_dense\DRASOV\frame_13898.jpg,0.542,1260.6,387.9,1295.8,420.2
DRASOV/frame_13927.jpg,data\frames_dense\DRASOV\frame_13927.jpg,0.274,1525.8,396.6,1562.5,429.4
DRASOV/frame_13984.jpg,data\frames_dense\DRASOV\frame_13984.jpg,0.287,1525.5,396.8,1563.4,428.9
DRASOV/frame_14359.jpg,data\frames_dense\DRASOV\frame_14359.jpg,0.695,732.9,250.3,775.7,287.7
DRASOV/frame_14935.jpg,data\frames_dense\DRASOV\frame_14935.jpg,0.352,844.6,270.7,875.1,295.4
DRASOV/frame_15022.jpg,data\frames_dense\DRASOV\frame_15022.jpg,0.316,883.9,519.8,919.6,551.0
