frame_id,image_path,confidence,x1,y1,x2,y2
LANSKROUN2/frame_01582.jpg,data\frames_dense\LANSKROUN2\frame_01582.jpg,0.657,891.9,250.8,926.4,282.0
LANSKROUN2/frame_02100.jpg,data\frames_dense\LANSKROUN2\frame_02100.jpg,0.398,254.5,277.7,289.9,306.0
LANSKROUN2/frame_02302.jpg,data\frames_dense\LANSKROUN2\frame_02302.jpg,0.491,1590.6,278.0,1646.4,324.7
LANSKROUN2/frame_02388.jpg,data\frames_dense\LANSKROUN2\frame_02388.jpg,0.352,672.2,305.9,704.0,333.1
LANSKROUN2/frame_02417.jpg,data\frames_dense\LANSKROUN2\frame_02417.jpg,0.289,853.5,251.1,884.4,277.5
LANSKROUN2/frame_02821.jpg,data\frames_dense\LANSKROUN2\frame_02821.jpg,0.596,643.5,392.9,678.3,427.2
LANSKROUN2/frame_02965.jpg,data\frames_dense\LANSKROUN2\frame_02965.jpg,0.372,856.7,247.7,882.8,270.4
LANSKROUN2/frame_03397.jpg,data\frames_dense\LANSKROUN2\frame_03397.jpg,0.502,274.1,284.3,307.8,314.5
LANSKROUN2/frame_03570.jpg,data\frames_dense\LANSKROUN2\frame_03570.jpg,0.263,1621.9,761.3,1650.5,790.5
LANSKROUN2/frame_03800.jpg,data\frames_dense\LANSKROUN2\frame_03800.jpg,0.693,722.2,275.4,762.8,311.8
LANSKROUN2/frame_03886.jpg,data\frames_dense\LANSKROUN2\frame_03886.jpg,0.316,1623.5,762.6,1648.2,787.4
LANSKROUN2/frame_04059.jpg,data\frames_dense\LANSKROUN2\frame_04059.jpg,0.667,263.1,289.6,299.7,322.6
LANSKROUN2/frame_04232.jpg,data\frames_dense\LANSKROUN2\frame_04232.jpg,0.43,1558.5,595.0,1588.0,618.7
LANSKROUN2/frame_04347.jpg,data\frames_dense\LANSKROUN2\frame_04347.jpg,0.391,745.4,335.0,774.0,360.8
LANSKROUN2/frame_04549.jpg,data\frames_dense\LANSKROUN2\frame_04549.jpg,0.354,1658.0,630.2,1680.3,652.3
LANSKROUN2/frame_06047.jpg,data\frames_dense\LANSKROUN2\frame_06047.jpg,0.256,1575.5,298.2,1602.6,323.9
LANSKROUN2/frame_06134.jpg,data\frames_dense\LANSKROUN2\frame_06134.jpg,0.333,1016.8,411.3,1060.0,450.8
LANSKROUN2/frame_06249.jpg,data\frames_dense\LANSKROUN2\frame_06249.jpg,0.625,936.4,204.2,972.6,236.7
LANSKROUN2/frame_06479.jpg,data\frames_dense\LANSKROUN2\frame_06479.jpg,0.474,588.1,322.3,632.5,363.6
LANSKROUN2/frame_06508.jpg,data\frames_dense\LANSKROUN2\frame_06508.jpg,0.623,920.5,226.7,956.8,262.2
LANSKROUN2/frame_06508.jpg,data\frames_dense\LANSKROUN2\frame_06508.jpg,0.306,1017.9,415.2,1062.5,452.1
LANSKROUN2/frame_07113.jpg,data\frames_dense\LANSKROUN2\frame_07113.jpg,0.298,1624.3,763.0,1648.7,788.4
LANSKROUN2/frame_07487.jpg,data\frames_dense\LANSKROUN2\frame_07487.jpg,0.297,742.9,231.8,779.8,261.4
LANSKROUN2/frame_08035.jpg,data\frames_dense\LANSKROUN2\frame_08035.jpg,0.362,1015.0,408.3,1057.3,448.3
LANSKROUN2/frame_08553.jpg,data\frames_dense\LANSKROUN2\frame_08553.jpg,0.37,984.9,240.5,1013.8,266.3
LANSKROUN2/frame_09446.jpg,data\frames_dense\LANSKROUN2\frame_09446.jpg,0.27,528.6,355.3,558.5,381.6
LANSKROUN2/frame_09763.jpg,data\frames_dense\LANSKROUN2\frame_09763.jpg,0.473,248.7,347.6,282.6,376.6
LANSKROUN2/frame_10397.jpg,data\frames_dense\LANSKROUN2\frame_10397.jpg,0.671,1197.6,361.1,1228.8,392.8
LANSKROUN2/frame_10656.jpg,data\frames_dense\LANSKROUN2\frame_10656.jpg,0.492,841.8,473.3,897.4,519.7
LANSKROUN2/frame_11031.jpg,data\frames_dense\LANSKROUN2\frame_11031.jpg,0.281,1142.9,315.2,1182.2,352.3
LANSKROUN2/frame_11117.jpg,data\frames_dense\LANSKROUN2\frame_11117.jpg,0.728,433.6,300.1,484.6,339.2
LANSKROUN2/frame_11117.jpg,data\frames_dense\LANSKROUN2\frame_11117.jpg,0.267,1623.4,764.4,1648.8,792.0
LANSKROUN2/frame_11348.jpg,data\frames_dense\LANSKROUN2\frame_11348.jpg,0.516,1018.8,410.7,1057.0,449.9
LANSKROUN2/frame_11377.jpg,data\frames_dense\LANSKROUN2\frame_11377.jpg,0.656,652.0,323.8,685.3,355.3
LANSKROUN2/frame_12471.jpg,data\frames_dense\LANSKROUN2\frame_12471.jpg,0.639,908.8,276.3,945.4,309.3
LANSKROUN2/frame_13019.jpg,data\frames_dense\LANSKROUN2\frame_13019.jpg,0.492,648.1,332.1,688.4,367.7
LANSKROUN2/frame_13249.jpg,data\frames_dense\LANSKROUN2\frame_13249.jpg,0.39,1825.2,461.2,1855.2,489.0
LANSKROUN2/frame_13393.jpg,data\frames_dense\LANSKROUN2\frame_13393.jpg,0.416,697.3,356.9,733.8,389.0
