frame_id,image_path,clip,motion_score,selection_reason,split
online_match_01/frame_0471.jpg,data\frames_dense\online_match_01\frame_0471.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0309.jpg,data\frames_dense\online_match_02\frame_0309.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0055.jpg,data\frames_dense\online_match_03\frame_0055.jpg,online_match_03,,pre_score_change,val
online_match_04/frame_0233.jpg,data\frames_dense\online_match_04\frame_0233.jpg,online_match_04,,pre_score_change,val
online_match_01/frame_0469.jpg,data\frames_dense\online_match_01\frame_0469.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0307.jpg,data\frames_dense\online_match_02\frame_0307.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0053.jpg,data\frames_dense\online_match_03\frame_0053.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0229.jpg,data\frames_dense\online_match_04\frame_0229.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0467.jpg,data\frames_dense\online_match_01\frame_0467.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0303.jpg,data\frames_dense\online_match_02\frame_0303.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0176.jpg,data\frames_dense\online_match_03\frame_0176.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0227.jpg,data\frames_dense\online_match_04\frame_0227.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0465.jpg,data\frames_dense\online_match_01\frame_0465.jpg,online_match_01,,pre_score_change,val
online_match_02/frame_0254.jpg,data\frames_dense\online_match_02\frame_0254.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0174.jpg,data\frames_dense\online_match_03\frame_0174.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0011.jpg,data\frames_dense\online_match_04\frame_0011.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0460.jpg,data\frames_dense\online_match_01\frame_0460.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0252.jpg,data\frames_dense\online_match_02\frame_0252.jpg,online_match_02,,pre_score_change,val
online_match_03/frame_0400.jpg,data\frames_dense\online_match_03\frame_0400.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0009.jpg,data\frames_dense\online_match_04\frame_0009.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0458.jpg,data\frames_dense\online_match_01\frame_0458.jpg,online_match_01,,pre_score_change,val
online_match_02/frame_0226.jpg,data\frames_dense\online_match_02\frame_0226.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0398.jpg,data\frames_dense\online_match_03\frame_0398.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0114.jpg,data\frames_dense\online_match_04\frame_0114.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0454.jpg,data\frames_dense\online_match_01\frame_0454.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0224.jpg,data\frames_dense\online_match_02\frame_0224.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0396.jpg,data\frames_dense\online_match_03\frame_0396.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0112.jpg,data\frames_dense\online_match_04\frame_0112.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0011.jpg,data\frames_dense\online_match_01\frame_0011.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0222.jpg,data\frames_dense\online_match_02\frame_0222.jpg,online_match_02,,pre_score_change,val
online_match_03/frame_0394.jpg,data\frames_dense\online_match_03\frame_0394.jpg,online_match_03,,pre_score_change,val
online_match_04/frame_0110.jpg,data\frames_dense\online_match_04\frame_0110.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0007.jpg,data\frames_dense\online_match_01\frame_0007.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0141.jpg,data\frames_dense\online_match_02\frame_0141.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0375.jpg,data\frames_dense\online_match_03\frame_0375.jpg,online_match_03,,pre_score_change,val
online_match_04/frame_0108.jpg,data\frames_dense\online_match_04\frame_0108.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0005.jpg,data\frames_dense\online_match_01\frame_0005.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0139.jpg,data\frames_dense\online_match_02\frame_0139.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0371.jpg,data\frames_dense\online_match_03\frame_0371.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0344.jpg,data\frames_dense\online_match_04\frame_0344.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0331.jpg,data\frames_dense\online_match_01\frame_0331.jpg,online_match_01,,pre_score_change,val
online_match_02/frame_0137.jpg,data\frames_dense\online_match_02\frame_0137.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0166.jpg,data\frames_dense\online_match_03\frame_0166.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0342.jpg,data\frames_dense\online_match_04\frame_0342.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0329.jpg,data\frames_dense\online_match_01\frame_0329.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0208.jpg,data\frames_dense\online_match_02\frame_0208.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0164.jpg,data\frames_dense\online_match_03\frame_0164.jpg,online_match_03,,pre_score_change,val
online_match_04/frame_0340.jpg,data\frames_dense\online_match_04\frame_0340.jpg,online_match_04,,pre_score_change,train
online_match_01/frame_0413.jpg,data\frames_dense\online_match_01\frame_0413.jpg,online_match_01,,pre_score_change,train
online_match_02/frame_0206.jpg,data\frames_dense\online_match_02\frame_0206.jpg,online_match_02,,pre_score_change,train
online_match_03/frame_0162.jpg,data\frames_dense\online_match_03\frame_0162.jpg,online_match_03,,pre_score_change,train
online_match_04/frame_0469.jpg,data\frames_dense\online_match_04\frame_0469.jpg,online_match_04,,pre_score_change,train
