frame_id,image_path,clip,motion_score,selection_reason,split
SLAP_SVIT_1z_upr/frame_13922.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_13922.jpg,SLAP_SVIT_1z_upr,22.909,motion_candidate,val
SLAP_SVIT_1z_upr/frame_20601.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_20601.jpg,SLAP_SVIT_1z_upr,7.161,motion_candidate,val
SLAP_SVIT_1z_upr/frame_21396.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_21396.jpg,SLAP_SVIT_1z_upr,7.392,motion_candidate,val
SLAP_SVIT_1z_upr/frame_40374.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_40374.jpg,SLAP_SVIT_1z_upr,6.936,motion_candidate,val
SLAP_SVIT_1z_upr/frame_31988.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_31988.jpg,SLAP_SVIT_1z_upr,8.226,motion_candidate,val
SLAP_SVIT_1z_upr/frame_07067.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_07067.jpg,SLAP_SVIT_1z_upr,36.111,motion_candidate,val
SLAP_SVIT_1z_upr/frame_25427.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_25427.jpg,SLAP_SVIT_1z_upr,34.689,motion_candidate,val
SLAP_SVIT_1z_upr/frame_42551.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_42551.jpg,SLAP_SVIT_1z_upr,8.87,motion_candidate,val
SLAP_SVIT_1z_upr/frame_39256.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_39256.jpg,SLAP_SVIT_1z_upr,7.208,motion_candidate,val
SLAP_SVIT_1z_upr/frame_14334.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_14334.jpg,SLAP_SVIT_1z_upr,7.117,motion_candidate,val
SLAP_SVIT_1z_upr/frame_20013.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_20013.jpg,SLAP_SVIT_1z_upr,6.931,motion_candidate,val
SLAP_SVIT_1z_upr/frame_35695.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_35695.jpg,SLAP_SVIT_1z_upr,7.061,motion_candidate,val
SLAP_SVIT_1z_upr/frame_12804.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_12804.jpg,SLAP_SVIT_1z_upr,22.656,motion_candidate,val
SLAP_SVIT_1z_upr/frame_44817.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_44817.jpg,SLAP_SVIT_1z_upr,6.859,motion_candidate,val
SLAP_SVIT_1z_upr/frame_13422.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_13422.jpg,SLAP_SVIT_1z_upr,6.939,motion_candidate,val
SLAP_SVIT_1z_upr/frame_43610.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_43610.jpg,SLAP_SVIT_1z_upr,7.491,motion_candidate,val
SLAP_SVIT_1z_upr/frame_34724.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_34724.jpg,SLAP_SVIT_1z_upr,54.419,motion_candidate,val
SLAP_SVIT_1z_upr/frame_23544.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_23544.jpg,SLAP_SVIT_1z_upr,7.386,motion_candidate,val
SLAP_SVIT_1z_upr/frame_15246.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_15246.jpg,SLAP_SVIT_1z_upr,6.803,motion_candidate,val
SLAP_SVIT_1z_upr/frame_44169.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_44169.jpg,SLAP_SVIT_1z_upr,7.739,motion_candidate,val
SLAP_SVIT_1z_upr/frame_37608.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_37608.jpg,SLAP_SVIT_1z_upr,7.254,motion_candidate,val
SLAP_SVIT_1z_upr/frame_37784.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_37784.jpg,SLAP_SVIT_1z_upr,7.132,motion_candidate,val
SLAP_SVIT_1z_upr/frame_36784.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_36784.jpg,SLAP_SVIT_1z_upr,7.608,motion_candidate,train
SLAP_SVIT_1z_upr/frame_05449.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_05449.jpg,SLAP_SVIT_1z_upr,6.759,motion_candidate,train
SLAP_SVIT_1z_upr/frame_22632.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_22632.jpg,SLAP_SVIT_1z_upr,7.164,motion_candidate,train
SLAP_SVIT_1z_upr/frame_12569.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_12569.jpg,SLAP_SVIT_1z_upr,7.047,motion_candidate,train
SLAP_SVIT_1z_upr/frame_30282.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_30282.jpg,SLAP_SVIT_1z_upr,9.565,motion_candidate,train
