frame_id,image_path,confidence,x1,y1,x2,y2
online_match_01/frame_0000.jpg,data\frames_dense\online_match_01\frame_0000.jpg,0.44,241.4,83.4,252.5,104.9
online_match_01/frame_0001.jpg,data\frames_dense\online_match_01\frame_0001.jpg,0.37,241.2,83.1,252.7,105.1
online_match_01/frame_0001.jpg,data\frames_dense\online_match_01\frame_0001.jpg,0.295,663.9,164.2,676.4,180.4
online_match_01/frame_0002.jpg,data\frames_dense\online_match_01\frame_0002.jpg,0.465,331.4,330.7,340.7,346.9
online_match_01/frame_0002.jpg,data\frames_dense\online_match_01\frame_0002.jpg,0.398,239.4,83.6,252.4,106.2
online_match_01/frame_0002.jpg,data\frames_dense\online_match_01\frame_0002.jpg,0.338,331.1,332.0,344.0,345.4
online_match_01/frame_0002.jpg,data\frames_dense\online_match_01\frame_0002.jpg,0.313,328.0,332.1,341.5,347.1
online_match_01/frame_0003.jpg,data\frames_dense\online_match_01\frame_0003.jpg,0.373,239.5,83.6,252.5,106.2
online_match_01/frame_0004.jpg,data\frames_dense\online_match_01\frame_0004.jpg,0.346,239.4,83.6,252.3,106.9
online_match_01/frame_0004.jpg,data\frames_dense\online_match_01\frame_0004.jpg,0.298,410.0,45.0,424.2,63.9
online_match_01/frame_0005.jpg,data\frames_dense\online_match_01\frame_0005.jpg,0.546,452.2,51.2,462.9,68.5
online_match_01/frame_0005.jpg,data\frames_dense\online_match_01\frame_0005.jpg,0.317,239.4,83.4,252.5,107.0
online_match_01/frame_0006.jpg,data\frames_dense\online_match_01\frame_0006.jpg,0.336,239.4,83.4,252.5,107.1
online_match_01/frame_0007.jpg,data\frames_dense\online_match_01\frame_0007.jpg,0.346,239.4,83.4,252.5,107.3
online_match_01/frame_0008.jpg,data\frames_dense\online_match_01\frame_0008.jpg,0.348,239.4,83.4,252.5,107.1
online_match_01/frame_0008.jpg,data\frames_dense\online_match_01\frame_0008.jpg,0.256,508.8,232.9,522.3,257.5
online_match_01/frame_0009.jpg,data\frames_dense\online_match_01\frame_0009.jpg,0.594,459.6,201.3,471.0,224.2
online_match_01/frame_0009.jpg,data\frames_dense\online_match_01\frame_0009.jpg,0.401,239.4,83.2,252.5,107.1
online_match_01/frame_0010.jpg,data\frames_dense\online_match_01\frame_0010.jpg,0.752,380.5,280.8,392.7,303.2
online_match_01/frame_0010.jpg,data\frames_dense\online_match_01\frame_0010.jpg,0.314,239.5,83.3,252.6,107.3
online_match_01/frame_0011.jpg,data\frames_dense\online_match_01\frame_0011.jpg,0.495,715.3,317.7,728.8,338.3
online_match_01/frame_0011.jpg,data\frames_dense\online_match_01\frame_0011.jpg,0.367,239.4,83.2,252.2,106.7
online_match_01/frame_0012.jpg,data\frames_dense\online_match_01\frame_0012.jpg,0.317,934.1,380.7,942.8,394.3
online_match_01/frame_0013.jpg,data\frames_dense\online_match_01\frame_0013.jpg,0.447,903.9,369.8,913.1,385.8
online_match_01/frame_0014.jpg,data\frames_dense\online_match_01\frame_0014.jpg,0.726,791.8,257.2,803.0,275.9
online_match_01/frame_0014.jpg,data\frames_dense\online_match_01\frame_0014.jpg,0.308,239.5,82.9,252.5,105.1
online_match_01/frame_0015.jpg,data\frames_dense\online_match_01\frame_0015.jpg,0.608,754.2,373.3,764.4,390.6
online_match_01/frame_0015.jpg,data\frames_dense\online_match_01\frame_0015.jpg,0.257,368.4,265.9,377.9,287.0
online_match_01/frame_0018.jpg,data\frames_dense\online_match_01\frame_0018.jpg,0.614,739.7,42.4,753.5,66.8
online_match_01/frame_0018.jpg,data\frames_dense\online_match_01\frame_0018.jpg,0.35,239.4,83.5,252.0,105.8
online_match_01/frame_0020.jpg,data\frames_dense\online_match_01\frame_0020.jpg,0.497,749.6,408.0,760.8,429.2
online_match_01/frame_0021.jpg,data\frames_dense\online_match_01\frame_0021.jpg,0.563,707.4,410.1,720.8,431.8
online_match_01/frame_0021.jpg,data\frames_dense\online_match_01\frame_0021.jpg,0.308,239.5,82.8,252.5,106.4
online_match_01/frame_0022.jpg,data\frames_dense\online_match_01\frame_0022.jpg,0.491,733.0,401.3,744.5,420.9
online_match_01/frame_0022.jpg,data\frames_dense\online_match_01\frame_0022.jpg,0.347,239.5,83.0,252.4,106.5
online_match_01/frame_0023.jpg,data\frames_dense\online_match_01\frame_0023.jpg,0.308,239.5,83.2,252.5,106.3
online_match_01/frame_0024.jpg,data\frames_dense\online_match_01\frame_0024.jpg,0.389,239.5,83.2,252.4,105.9
online_match_01/frame_0025.jpg,data\frames_dense\online_match_01\frame_0025.jpg,0.391,239.5,83.2,252.5,105.9
online_match_01/frame_0026.jpg,data\frames_dense\online_match_01\frame_0026.jpg,0.519,766.4,418.9,776.5,437.2
online_match_01/frame_0026.jpg,data\frames_dense\online_match_01\frame_0026.jpg,0.364,239.5,83.3,252.4,105.6
online_match_01/frame_0027.jpg,data\frames_dense\online_match_01\frame_0027.jpg,0.351,239.5,83.6,252.4,105.3
online_match_01/frame_0028.jpg,data\frames_dense\online_match_01\frame_0028.jpg,0.739,820.1,415.2,832.0,434.8
online_match_01/frame_0028.jpg,data\frames_dense\online_match_01\frame_0028.jpg,0.358,318.0,319.4,329.0,341.0
online_match_01/frame_0028.jpg,data\frames_dense\online_match_01\frame_0028.jpg,0.331,239.5,83.7,252.3,105.0
online_match_01/frame_0029.jpg,data\frames_dense\online_match_01\frame_0029.jpg,0.652,843.5,414.7,856.1,435.6
online_match_01/frame_0029.jpg,data\frames_dense\online_match_01\frame_0029.jpg,0.289,239.4,83.6,252.5,105.1
online_match_01/frame_0030.jpg,data\frames_dense\online_match_01\frame_0030.jpg,0.313,239.4,83.6,252.5,105.2
online_match_01/frame_0030.jpg,data\frames_dense\online_match_01\frame_0030.jpg,0.271,861.2,415.4,872.1,433.0
online_match_01/frame_0031.jpg,data\frames_dense\online_match_01\frame_0031.jpg,0.323,239.5,83.5,252.5,104.9
online_match_01/frame_0032.jpg,data\frames_dense\online_match_01\frame_0032.jpg,0.356,239.5,83.4,252.3,104.9
online_match_01/frame_0033.jpg,data\frames_dense\online_match_01\frame_0033.jpg,0.349,239.5,83.4,252.3,104.9
online_match_01/frame_0034.jpg,data\frames_dense\online_match_01\frame_0034.jpg,0.737,988.6,490.3,1000.2,511.9
online_match_01/frame_0034.jpg,data\frames_dense\online_match_01\frame_0034.jpg,0.342,239.5,83.5,252.3,104.9
online_match_01/frame_0035.jpg,data\frames_dense\online_match_01\frame_0035.jpg,0.338,239.5,83.3,252.3,104.8
online_match_01/frame_0036.jpg,data\frames_dense\online_match_01\frame_0036.jpg,0.328,239.5,83.4,252.3,104.8
online_match_01/frame_0037.jpg,data\frames_dense\online_match_01\frame_0037.jpg,0.326,239.5,83.4,252.3,104.9
online_match_01/frame_0038.jpg,data\frames_dense\online_match_01\frame_0038.jpg,0.404,239.5,83.5,252.1,105.2
online_match_01/frame_0039.jpg,data\frames_dense\online_match_01\frame_0039.jpg,0.408,239.5,83.5,252.1,105.2
online_match_01/frame_0040.jpg,data\frames_dense\online_match_01\frame_0040.jpg,0.425,241.2,83.2,252.5,104.4
online_match_01/frame_0041.jpg,data\frames_dense\online_match_01\frame_0041.jpg,0.406,241.2,83.2,252.5,104.3
online_match_01/frame_0042.jpg,data\frames_dense\online_match_01\frame_0042.jpg,0.413,241.2,83.2,252.5,104.3
