frame_id,image_path,clip,motion_score,selection_reason,split
SLAP_SVIT_1z_upr/frame_07920.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_07920.jpg,SLAP_SVIT_1z_upr,34.155,motion_candidate,val
SLAP_SVIT_1z_upr/frame_18159.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_18159.jpg,SLAP_SVIT_1z_upr,61.564,motion_candidate,val
SLAP_SVIT_1z_upr/frame_30282.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_30282.jpg,SLAP_SVIT_1z_upr,9.565,motion_candidate,val
SLAP_SVIT_1z_upr/frame_30193.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_30193.jpg,SLAP_SVIT_1z_upr,63.792,motion_candidate,val
SLAP_SVIT_1z_upr/frame_12893.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_12893.jpg,SLAP_SVIT_1z_upr,38.445,motion_candidate,train
SLAP_SVIT_1z_upr/frame_06979.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_06979.jpg,SLAP_SVIT_1z_upr,22.604,motion_candidate,train
SLAP_SVIT_1z_upr/frame_14011.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_14011.jpg,SLAP_SVIT_1z_upr,34.878,motion_candidate,train
SLAP_SVIT_1z_upr/frame_42551.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_42551.jpg,SLAP_SVIT_1z_upr,8.87,motion_candidate,train
SLAP_SVIT_1z_upr/frame_44346.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_44346.jpg,SLAP_SVIT_1z_upr,25.54,motion_candidate,train
SLAP_SVIT_1z_upr/frame_25427.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_25427.jpg,SLAP_SVIT_1z_upr,34.689,motion_candidate,train
SLAP_SVIT_1z_upr/frame_34724.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_34724.jpg,SLAP_SVIT_1z_upr,54.419,motion_candidate,train
SLAP_SVIT_1z_upr/frame_40727.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_40727.jpg,SLAP_SVIT_1z_upr,35.782,motion_candidate,train
SLAP_SVIT_1z_upr/frame_34813.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_34813.jpg,SLAP_SVIT_1z_upr,25.809,motion_candidate,train
SLAP_SVIT_1z_upr/frame_07832.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_07832.jpg,SLAP_SVIT_1z_upr,23.1,motion_candidate,train
SLAP_SVIT_1z_upr/frame_30429.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_30429.jpg,SLAP_SVIT_1z_upr,52.078,motion_candidate,train
SLAP_SVIT_1z_upr/frame_12804.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_12804.jpg,SLAP_SVIT_1z_upr,22.656,motion_candidate,train
SLAP_SVIT_1z_upr/frame_39932.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_39932.jpg,SLAP_SVIT_1z_upr,25.364,motion_candidate,train
SLAP_SVIT_1z_upr/frame_13922.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_13922.jpg,SLAP_SVIT_1z_upr,22.909,motion_candidate,train
SLAP_SVIT_1z_upr/frame_18277.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_18277.jpg,SLAP_SVIT_1z_upr,9.478,motion_candidate,train
SLAP_SVIT_1z_upr/frame_39844.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_39844.jpg,SLAP_SVIT_1z_upr,52.587,motion_candidate,train
SLAP_SVIT_1z_upr/frame_18071.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_18071.jpg,SLAP_SVIT_1z_upr,10.603,motion_candidate,train
SLAP_SVIT_1z_upr/frame_44258.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_44258.jpg,SLAP_SVIT_1z_upr,58.769,motion_candidate,train
SLAP_SVIT_1z_upr/frame_29987.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_29987.jpg,SLAP_SVIT_1z_upr,34.637,motion_candidate,train
SLAP_SVIT_1z_upr/frame_30105.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_30105.jpg,SLAP_SVIT_1z_upr,10.47,motion_candidate,train
SLAP_SVIT_1z_upr/frame_17924.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_17924.jpg,SLAP_SVIT_1z_upr,32.15,motion_candidate,train
SLAP_SVIT_1z_upr/frame_07067.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_07067.jpg,SLAP_SVIT_1z_upr,36.111,motion_candidate,train
SLAP_SVIT_1z_upr/frame_25339.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_25339.jpg,SLAP_SVIT_1z_upr,22.703,motion_candidate,train
SLAP_SVIT_1z_upr/frame_40638.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_40638.jpg,SLAP_SVIT_1z_upr,24.2,motion_candidate,train
SLAP_SVIT_1z_upr/frame_18365.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_18365.jpg,SLAP_SVIT_1z_upr,47.443,motion_candidate,train
SLAP_SVIT_1z_upr/frame_43434.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_43434.jpg,SLAP_SVIT_1z_upr,9.131,motion_candidate,train
SLAP_SVIT_1z_upr/frame_21219.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_21219.jpg,SLAP_SVIT_1z_upr,5.958,random_negative,val
SLAP_SVIT_1z_upr/frame_33812.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_33812.jpg,SLAP_SVIT_1z_upr,5.868,random_negative,val
SLAP_SVIT_1z_upr/frame_21013.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_21013.jpg,SLAP_SVIT_1z_upr,5.874,random_negative,val
SLAP_SVIT_1z_upr/frame_01947.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_01947.jpg,SLAP_SVIT_1z_upr,5.77,random_negative,train
SLAP_SVIT_1z_upr/frame_14952.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_14952.jpg,SLAP_SVIT_1z_upr,5.909,random_negative,train
SLAP_SVIT_1z_upr/frame_36872.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_36872.jpg,SLAP_SVIT_1z_upr,5.677,random_negative,train
SLAP_SVIT_1z_upr/frame_28722.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_28722.jpg,SLAP_SVIT_1z_upr,5.848,random_negative,train
SLAP_SVIT_1z_upr/frame_01741.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_01741.jpg,SLAP_SVIT_1z_upr,4.881,random_negative,train
SLAP_SVIT_1z_upr/frame_16335.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_16335.jpg,SLAP_SVIT_1z_upr,6.034,random_negative,train
SLAP_SVIT_1z_upr/frame_02712.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_02712.jpg,SLAP_SVIT_1z_upr,4.815,random_negative,train
SLAP_SVIT_1z_upr/frame_44934.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_44934.jpg,SLAP_SVIT_1z_upr,5.146,random_negative,train
SLAP_SVIT_1z_upr/frame_25839.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_25839.jpg,SLAP_SVIT_1z_upr,6.01,random_negative,train
SLAP_SVIT_1z_upr/frame_26251.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_26251.jpg,SLAP_SVIT_1z_upr,5.976,random_negative,train
SLAP_SVIT_1z_upr/frame_05596.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_05596.jpg,SLAP_SVIT_1z_upr,5.991,random_negative,train
SLAP_SVIT_1z_upr/frame_44375.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_44375.jpg,SLAP_SVIT_1z_upr,4.948,random_negative,train
SLAP_SVIT_1z_upr/frame_20219.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_20219.jpg,SLAP_SVIT_1z_upr,3.94,random_negative,train
SLAP_SVIT_1z_upr/frame_03360.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_03360.jpg,SLAP_SVIT_1z_upr,5.144,random_negative,train
SLAP_SVIT_1z_upr/frame_08891.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_08891.jpg,SLAP_SVIT_1z_upr,3.654,random_negative,train
SLAP_SVIT_1z_upr/frame_40315.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_40315.jpg,SLAP_SVIT_1z_upr,6.061,random_negative,train
SLAP_SVIT_1z_upr/frame_33754.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_33754.jpg,SLAP_SVIT_1z_upr,5.486,random_negative,train
SLAP_SVIT_1z_upr/frame_05772.jpg,data\frames_dense\SLAP_SVIT_1z_upr\frame_05772.jpg,SLAP_SVIT_1z_upr,,shoe_fp_candidate,val
