frame_idx,class,x1,y1,x2,y2,confidence
9000,player,1373.7,654.8,1442.2,833.1,0.745
9000,player,1783.2,651.4,1843.7,834.7,0.718
9000,player,1654.5,748.0,1737.2,926.5,0.688
9000,player,836.9,617.2,928.4,810.0,0.574
9000,player,1042.1,264.9,1086.7,375.7,0.542
9000,player,836.2,617.5,917.7,762.6,0.372
9000,player,1056.4,385.0,1115.2,538.9,0.358
9000,player,949.4,387.7,991.3,465.1,0.348
9000,player,1439.2,442.4,1477.5,518.3,0.342
9000,player,957.2,971.3,1006.1,1078.9,0.22
9000,player,524.6,497.0,594.0,676.9,0.193
9000,player,832.9,427.5,871.3,527.2,0.185
9000,player,884.4,471.3,940.7,570.1,0.172
9000,player,525.0,501.6,568.6,637.6,0.16
9000,player,889.4,474.5,937.1,631.4,0.144
9000,player,1430.7,443.4,1472.2,572.0,0.13
9000,player,963.9,475.4,998.9,540.0,0.13
9000,player,945.2,526.0,1014.8,641.5,0.118
9000,player,830.2,435.5,872.4,565.2,0.113
9000,player,952.9,386.1,995.9,481.4,0.101
9000,player,956.0,479.9,1002.5,571.3,0.101
9000,ball,1444.2,398.2,1474.1,425.6,0.763
9001,player,1377.0,657.8,1447.1,833.1,0.807
9001,player,1652.8,746.2,1737.1,925.2,0.712
9001,player,1778.4,648.7,1843.2,834.5,0.667
9001,player,1042.3,265.0,1086.5,370.5,0.572
9001,player,955.0,397.1,991.3,468.4,0.546
9001,player,1440.6,436.5,1477.2,520.0,0.401
9001,player,1061.6,384.0,1111.0,511.3,0.357
9001,player,1430.8,435.1,1477.6,567.2,0.339
9001,player,842.5,616.2,925.9,803.4,0.33
9001,player,1428.9,439.7,1477.3,526.7,0.313
9001,player,1061.1,386.4,1111.1,475.9,0.282
9001,player,840.0,628.1,908.2,767.3,0.237
9001,player,957.3,971.6,1005.7,1078.9,0.183
9001,player,1419.1,503.7,1466.9,573.5,0.181
9001,player,883.4,473.1,937.7,565.9,0.179
9001,player,832.5,431.1,869.4,531.1,0.178
9001,player,1784.1,652.1,1836.7,807.5,0.161
9001,player,885.0,476.7,933.7,591.2,0.148
9001,player,830.8,436.5,870.2,570.0,0.133
9001,player,956.8,479.6,1004.0,547.5,0.106
9001,ball,1482.1,412.2,1509.7,439.0,0.73
9002,player,1380.2,655.6,1449.9,833.7,0.806
9002,player,1651.3,743.2,1736.5,925.5,0.746
9002,player,1777.6,642.2,1841.0,833.3,0.648
9002,player,845.2,615.8,926.2,795.2,0.613
9002,player,1042.1,264.7,1086.6,370.0,0.595
9002,player,959.0,404.9,995.9,481.3,0.462
9002,player,1056.4,387.7,1112.0,543.5,0.46
9002,player,1418.6,431.9,1477.9,550.2,0.413
9002,player,1433.3,433.4,1478.1,523.0,0.393
9002,player,1058.6,390.9,1111.6,491.2,0.294
9002,player,832.5,425.1,870.7,517.0,0.278
