frame_idx,class,x1,y1,x2,y2,confidence
5012,ball,955.1,564.3,971.6,578.8,0.113
5041,ball,955.0,564.1,971.6,578.8,0.186
5042,ball,955.0,564.2,971.6,578.9,0.184
5043,ball,955.0,564.2,971.6,578.9,0.184
5044,ball,955.0,564.2,971.6,578.9,0.184
5045,ball,955.0,564.2,971.6,578.9,0.186
5046,ball,955.0,564.2,971.6,578.9,0.186
5047,ball,955.0,564.2,971.6,578.9,0.186
5048,ball,955.0,564.2,971.6,578.8,0.186
5049,ball,955.0,564.2,971.6,578.9,0.186
5050,ball,955.0,564.2,971.6,578.8,0.186
5051,ball,955.0,564.2,971.6,578.9,0.186
5052,ball,955.0,564.2,971.6,578.9,0.186
5053,ball,955.0,564.2,971.6,578.8,0.187
5054,ball,955.0,564.2,971.6,578.8,0.186
5055,ball,955.0,564.2,971.6,578.8,0.186
5056,ball,955.0,564.2,971.6,578.8,0.186
5057,ball,955.0,564.2,971.6,578.8,0.186
5058,ball,955.0,564.2,971.6,578.8,0.186
5059,ball,955.0,564.2,971.6,578.8,0.186
5060,ball,955.0,564.2,971.6,578.8,0.186
5061,ball,955.0,564.2,971.6,578.8,0.186
5062,ball,955.0,564.2,971.6,578.8,0.186
5063,ball,955.0,564.2,971.6,578.8,0.186
5064,ball,955.0,564.2,971.6,578.8,0.186
5065,ball,955.0,564.2,971.6,578.8,0.186
5066,ball,955.0,564.2,971.6,578.8,0.186
5067,ball,955.0,564.2,971.6,578.8,0.186
5068,ball,955.0,564.2,971.6,578.8,0.186
5069,ball,955.0,564.2,971.6,578.8,0.187
5070,ball,955.1,564.3,971.6,578.8,0.14
5071,ball,955.1,564.2,971.6,578.8,0.155
5072,ball,955.1,564.2,971.6,578.8,0.155
5073,ball,955.1,564.2,971.6,578.8,0.155
5074,ball,955.1,564.2,971.6,578.8,0.155
5075,ball,955.1,564.2,971.6,578.8,0.155
5076,ball,955.1,564.2,971.6,578.8,0.155
5077,ball,955.1,564.2,971.6,578.8,0.155
5078,ball,955.1,564.2,971.6,578.8,0.155
5079,ball,955.1,564.2,971.6,578.8,0.155
5080,ball,955.1,564.2,971.6,578.8,0.155
5081,ball,955.1,564.2,971.6,578.8,0.155
5082,ball,955.1,564.2,971.6,578.8,0.155
5083,ball,955.1,564.2,971.6,578.8,0.155
5084,ball,955.1,564.2,971.6,578.8,0.155
5085,ball,955.1,564.2,971.6,578.8,0.155
5086,ball,955.1,564.2,971.6,578.8,0.155
5087,ball,955.1,564.2,971.6,578.8,0.154
5088,ball,955.1,564.2,971.6,578.8,0.154
5089,ball,955.1,564.2,971.6,578.8,0.154
5090,ball,955.1,564.2,971.6,578.8,0.154
5091,ball,955.1,564.2,971.6,578.8,0.154
5092,ball,955.1,564.2,971.6,578.8,0.154
5093,ball,955.1,564.2,971.6,578.8,0.154
5094,ball,955.1,564.2,971.6,578.8,0.154
5095,ball,955.1,564.2,971.6,578.8,0.154
5096,ball,955.1,564.2,971.6,578.8,0.154
5097,ball,955.1,564.2,971.6,578.8,0.154
5098,ball,955.1,564.2,971.6,578.8,0.154
5099,ball,955.1,564.3,971.6,578.8,0.146
5100,ball,955.1,564.2,971.6,578.8,0.175
5101,ball,955.1,564.2,971.6,578.8,0.176
5102,ball,955.1,564.2,971.6,578.8,0.176
5103,ball,955.1,564.2,971.6,578.8,0.175
5104,ball,955.1,564.2,971.6,578.8,0.175
5105,ball,955.1,564.2,971.6,578.8,0.175
5106,ball,955.1,564.2,971.6,578.8,0.175
5107,ball,955.1,564.2,971.6,578.8,0.175
5108,ball,955.1,564.2,971.6,578.8,0.175
5109,ball,955.1,564.2,971.6,578.8,0.175
5110,ball,955.1,564.2,971.6,578.8,0.175
5111,ball,955.1,564.2,971.6,578.8,0.175
5112,ball,955.1,564.2,971.6,578.8,0.175
5113,ball,955.1,564.2,971.6,578.8,0.175
5114,ball,955.1,564.2,971.6,578.8,0.175
5115,ball,955.1,564.2,971.6,578.8,0.175
5116,ball,955.1,564.2,971.6,578.8,0.175
5117,ball,955.1,564.2,971.6,578.8,0.175
5118,ball,955.1,564.2,971.6,578.8,0.175
5119,ball,955.1,564.2,971.6,578.8,0.174
5120,ball,955.1,564.2,971.6,578.8,0.175
5121,ball,955.1,564.2,971.6,578.8,0.174
5122,ball,955.1,564.2,971.6,578.8,0.174
5123,ball,955.1,564.2,971.6,578.8,0.174
5124,ball,955.1,564.2,971.6,578.8,0.175
5125,ball,955.1,564.2,971.6,578.8,0.175
5126,ball,955.1,564.2,971.6,578.8,0.174
5127,ball,955.1,564.2,971.6,578.8,0.173
5128,ball,955.1,564.2,971.6,578.8,0.16
5129,ball,955.1,564.2,971.6,578.8,0.159
5130,ball,955.1,564.2,971.6,578.8,0.159
5131,ball,955.1,564.2,971.6,578.8,0.159
5132,ball,955.1,564.2,971.6,578.8,0.159
5133,ball,955.1,564.2,971.6,578.8,0.159
5134,ball,955.1,564.2,971.6,578.8,0.159
5135,ball,955.1,564.2,971.6,578.8,0.159
5136,ball,955.1,564.2,971.6,578.8,0.159
5137,ball,955.1,564.2,971.6,578.8,0.159
5138,ball,955.1,564.2,971.6,578.8,0.158
5139,ball,955.1,564.2,971.6,578.8,0.159
5140,ball,955.1,564.2,971.6,578.8,0.159
5141,ball,955.1,564.2,971.6,578.8,0.159
5142,ball,955.1,564.2,971.6,578.8,0.159
5143,ball,955.1,564.2,971.6,578.8,0.159
5144,ball,955.1,564.2,971.6,578.8,0.159
5145,ball,955.1,564.2,971.6,578.8,0.159
5146,ball,955.1,564.2,971.6,578.8,0.159
5147,ball,955.1,564.2,971.6,578.8,0.159
5148,ball,955.1,564.2,971.6,578.8,0.158
5149,ball,955.1,564.2,971.6,578.8,0.157
5150,ball,955.1,564.2,971.6,578.8,0.157
5151,ball,955.1,564.2,971.6,578.8,0.156
5152,ball,955.1,564.2,971.6,578.8,0.156
5153,ball,955.1,564.2,971.6,578.8,0.154
5154,ball,955.1,564.2,971.6,578.8,0.153
5155,ball,955.1,564.2,971.6,578.8,0.153
5156,ball,955.1,564.2,971.6,578.8,0.152
5157,ball,955.1,564.2,971.6,578.8,0.149
5158,ball,955.1,564.2,971.6,578.8,0.148
5159,ball,955.1,564.2,971.6,578.8,0.15
5160,ball,955.1,564.2,971.6,578.8,0.15
5161,ball,955.1,564.2,971.6,578.8,0.151
5162,ball,955.1,564.2,971.6,578.8,0.152
5163,ball,955.1,564.2,971.6,578.8,0.152
5164,ball,955.1,564.2,971.6,578.8,0.152
5165,ball,955.1,564.2,971.6,578.8,0.152
5166,ball,955.1,564.2,971.6,578.8,0.152
5167,ball,955.1,564.2,971.6,578.8,0.152
5168,ball,955.1,564.2,971.6,578.8,0.151
5169,ball,955.1,564.2,971.6,578.8,0.151
5170,ball,955.1,564.2,971.6,578.8,0.15
5171,ball,955.1,564.2,971.6,578.8,0.149
5172,ball,955.1,564.2,971.6,578.8,0.149
5173,ball,955.1,564.2,971.6,578.8,0.148
5174,ball,955.1,564.2,971.6,578.8,0.146
5175,ball,955.1,564.2,971.6,578.8,0.147
5188,player,4.6,2.2,1816.7,1063.3,0.162
5195,player,1615.1,489.6,1683.6,714.3,0.163
5196,player,397.3,501.5,440.4,626.3,0.441
5196,player,361.9,481.6,404.2,623.4,0.356
5196,player,386.3,492.0,444.5,630.2,0.268
5196,player,361.3,486.5,421.9,632.4,0.11
5197,player,276.5,508.4,323.2,631.6,0.342
5197,player,172.9,532.5,213.2,637.0,0.309
5197,player,96.2,573.2,142.2,683.1,0.285
5197,player,364.3,473.6,400.8,605.8,0.244
5197,player,172.0,525.7,205.2,618.1,0.243
5197,player,98.3,572.3,134.9,648.2,0.229
5198,player,1620.1,460.0,1681.9,715.5,0.512
5198,player,91.3,562.9,149.6,686.1,0.303
5198,player,172.8,526.6,205.7,604.3,0.278
5198,player,178.4,532.8,209.6,601.1,0.274
5198,player,92.1,561.0,136.2,653.1,0.153
5199,player,1795.3,397.3,1829.4,488.1,0.669
5199,player,1616.5,508.4,1682.9,714.8,0.473
5199,player,871.5,303.9,915.0,435.7,0.219
5199,player,701.6,468.4,775.1,652.0,0.178
5199,player,1785.4,395.6,1826.5,487.9,0.143
5199,ball,1767.9,482.5,1787.1,502.3,0.303
5200,player,1795.2,396.9,1829.7,489.2,0.673
5200,player,683.7,459.3,775.5,657.2,0.542
5200,player,871.6,305.3,913.3,445.5,0.502
5200,player,795.6,456.3,841.9,600.3,0.488
5200,player,1621.0,489.2,1682.6,711.6,0.388
5200,player,625.3,412.9,654.9,489.5,0.135
5200,player,1785.5,395.9,1826.5,488.1,0.129
5200,ball,1769.0,473.8,1789.2,495.1,0.653
5201,player,1792.8,398.1,1831.2,489.4,0.702
5201,player,684.8,460.5,774.7,650.6,0.577
5201,player,795.1,458.5,840.0,592.2,0.55
5201,player,872.5,305.2,914.3,445.9,0.5
5201,player,630.0,415.4,656.6,490.9,0.34
5201,player,796.7,448.0,853.1,598.5,0.14
5201,player,1788.3,392.8,1829.9,539.4,0.113
5201,ball,1770.4,467.6,1789.7,486.6,0.365
5202,player,683.9,457.9,776.2,655.7,0.626
5202,player,794.8,456.8,841.3,599.0,0.585
5202,player,375.1,472.7,411.5,598.5,0.528
5202,player,872.6,304.6,914.7,438.4,0.506
5202,player,630.1,415.5,656.6,491.8,0.392
5202,player,405.0,496.5,445.5,615.6,0.355
5202,player,977.7,406.3,1056.4,486.0,0.273
5202,player,375.7,474.5,434.5,606.1,0.22
5202,player,797.1,448.6,856.9,602.9,0.189
5202,player,1018.2,408.9,1052.9,469.2,0.124
5202,player,280.8,514.9,328.0,625.6,0.111
5203,player,685.0,455.1,773.8,651.4,0.69
5203,player,1789.4,396.1,1831.2,489.2,0.619
5203,player,794.9,457.5,840.7,598.1,0.591
5203,player,403.7,499.5,447.8,622.1,0.561
5203,player,1618.3,494.1,1683.2,717.5,0.54
