frame_idx,class,x1,y1,x2,y2,confidence
26704,ball,1221.3,524.0,1252.0,554.7,0.136
26706,ball,104.7,642.4,129.1,667.0,0.173
26707,ball,104.6,642.5,128.8,666.9,0.171
26708,ball,104.6,642.6,128.8,666.9,0.174
26708,ball,1216.9,524.7,1244.3,551.3,0.13
26708,ball,490.3,852.5,524.6,886.0,0.128
26709,ball,104.6,642.6,128.8,666.9,0.175
26709,ball,1216.2,523.8,1243.6,549.6,0.106
26710,ball,104.6,642.7,128.6,666.7,0.181
26711,ball,104.2,642.5,128.4,666.8,0.186
26712,ball,104.2,642.4,128.4,666.8,0.182
26712,ball,495.3,859.6,531.0,893.3,0.106
26713,ball,104.3,642.5,128.3,666.8,0.185
26714,ball,104.1,642.4,128.3,666.8,0.178
26715,ball,104.2,642.4,128.3,666.7,0.166
26715,ball,506.6,857.3,537.4,889.1,0.12
26716,ball,104.2,642.4,128.3,666.7,0.167
26717,ball,104.2,642.5,128.3,666.7,0.167
26717,ball,507.7,854.0,540.4,886.3,0.114
26718,ball,104.2,642.5,128.2,666.7,0.164
26719,ball,104.9,642.4,128.7,666.5,0.152
26720,ball,104.9,642.4,128.8,666.5,0.15
26721,ball,104.8,642.4,128.8,666.5,0.148
26722,ball,1007.3,295.9,1028.2,317.4,0.137
26722,ball,105.4,642.4,129.2,666.4,0.113
26723,ball,105.1,642.2,129.2,666.5,0.11
26724,ball,105.2,642.2,129.2,666.5,0.113
26725,ball,105.2,642.2,129.2,666.5,0.114
26726,ball,105.0,642.2,129.1,666.6,0.126
26727,ball,105.0,642.5,129.0,666.7,0.17
26728,ball,105.0,642.5,129.0,666.7,0.17
26729,ball,105.0,642.5,129.0,666.8,0.166
26730,ball,104.9,642.6,129.1,667.0,0.184
26731,ball,104.7,642.4,129.0,666.8,0.16
26732,ball,104.7,642.4,129.0,666.8,0.159
26733,ball,104.7,642.4,129.0,666.8,0.16
26734,ball,104.7,642.1,129.0,666.7,0.11
26735,ball,106.5,642.9,129.5,666.1,0.176
26735,ball,570.7,547.3,598.4,570.8,0.154
26736,ball,570.5,547.2,598.6,571.0,0.162
26736,ball,106.9,643.2,130.8,665.5,0.152
26737,ball,106.9,643.2,130.7,665.5,0.154
26737,ball,570.7,547.3,598.5,570.9,0.137
26738,ball,106.9,643.2,130.7,665.4,0.16
26738,ball,570.5,547.2,598.5,571.0,0.145
26739,ball,106.9,643.0,130.7,665.2,0.143
26739,ball,570.6,547.3,598.5,571.0,0.119
26740,ball,106.3,643.1,129.2,666.1,0.217
26740,ball,570.6,547.3,598.4,571.0,0.116
26741,ball,106.3,643.1,129.2,666.2,0.214
26741,ball,570.5,547.3,598.4,570.9,0.128
